query,matching_paragraphs,num_matching_paragraphs,num_matching_docs,nonmatching_paragraphs,num_nonmatching_paragraphs,num_nonmatching_docs,label,overlap,par_balance,doc_balance
dodi 5158.06 joint deployment and distribution enterprise (jdde),['DoDI 5158.06.pdf_15'],1,1,"['DoDI 4500.43.pdf_75', 'AFI 11-221.pdf_33', 'AFI 11-221.pdf_5', 'HAFMD 1-38.pdf_22']",4,3,train,0,0.25,0.3333333333333333
"dodi 5160.70 management of the defense language, regional expertise, and culture (lrec) program",['DoDI 5160.70.pdf_27'],1,1,"['DoDI 3300.07 CH 2.pdf_43', 'DoDI 3300.07 CH 3.pdf_18', 'AFI 36-4005.pdf_68', 'AFI 36-4005.pdf_38']",4,3,train,0,0.25,0.3333333333333333
dodi 5210.91 polygraph and credibility assessment (pca) procedures,"['DoDI 5210.91 CH 2.pdf_1', 'DoDI 5210.91 CH 2.pdf_5']",2,1,"['AR 195-6.pdf_30', 'AFI 71-101V1.pdf_37', 'AFI 71-101V1.pdf_43', 'AR 380-49.pdf_30', 'AFPD 71-1.pdf_5', 'AFPD 71-1.pdf_19', 'AFMD 39.pdf_5', 'DoDI 5200.02 CH 2.pdf_47']",8,6,train,0,0.25,0.16666666666666666
dodi 5230.09 clearance of dod information for public release,"['DoDI 5230.09 CH 1.pdf_26', 'DoDI 5230.09 CH 1.pdf_13']",2,1,"['DoDI 5230.09.pdf_24', 'DoDI 5230.09.pdf_11', 'DoDI 8170.01 CH 1.pdf_89', 'DoDI 8170.01 CH 1.pdf_92', 'DoDI 8170.01 CH 1.pdf_25', 'DoDD 5110.04.pdf_20', 'HAFMD 1-28.pdf_10', 'CJCSI 6510.01F.pdf_155']",8,5,train,0,0.25,0.2
"dodi 5240.26 countering espionage, international terrorism, and the counterintelligence (ci) insider threat",['DoDI 5240.26 CH 3.pdf_1'],1,1,"['AFI 71-101V4.pdf_39', 'AFMD 39.pdf_6', 'DoDI 2000.26.pdf_24', 'AR 600-20.pdf_396']",4,4,train,0,0.25,0.25
dodi 5505.16 investigations by dod components,['DoDI 5505.16.pdf_12'],1,1,"['AFI 71-101V1.pdf_43', 'AFMD 39.pdf_6', 'DCMA Instruction 931.pdf_73', 'AFMAN 71-102.pdf_39']",4,4,train,0,0.25,0.25
dodi 5525.15 law enforcement (le) standards and training in the dod,"['DoDI 5525.15 CH 3.pdf_17', 'DoDI 5525.15 CH 3.pdf_14']",2,1,"['DoDI 5525.15 CH 2.pdf_18', 'DoDI 5525.15 CH 2.pdf_15', 'MCBUL 5580.pdf_7', 'NAVMC 3500.10D CH1.pdf_13048', 'NAVMC 3500.10D CH1.pdf_13064', 'CFETP 3P0X1AB.pdf_275', 'NAVMC 3500.10D.pdf_13087', 'NAVMC 3500.10D.pdf_13104']",8,5,train,0,0.25,0.2
dodi 5530.03 international agreements,"['DoDI 5530.03.pdf_36', 'DoDI 5530.03.pdf_12', 'DoDI 5530.03.pdf_23', 'DoDI 5530.03.pdf_21', 'DoDI 5530.03.pdf_20']",5,1,"['DoDFMR V11ACH9.pdf_56', 'DoDFMR V11ACH9.pdf_68', 'DoDFMR V4CH13.pdf_54', 'DoDI 5030.59 CH 2.pdf_39', 'AFI 10-2501.pdf_131', 'AR 550-52.pdf_49', 'DoDI 4650.02.pdf_17', 'DoDI 8110.01.pdf_13', 'DoDI 8110.01.pdf_12', 'DoDI 8110.01.pdf_51', 'DoDD 5111.10.pdf_27', 'DoDI 6025.23 CH 2.pdf_8', 'MCTP 10-10G.pdf_139', 'MCTP 10-10G.pdf_44', 'DAFTTP 3-2.83.pdf_121', 'DAFTTP 3-2.83.pdf_38', 'DAFMAN 13-212V3.pdf_17', 'DAFMAN 13-212V3.pdf_24', 'DoDI 5000.83.pdf_58', 'DoDD 5105.36.pdf_17']",20,14,train,0,0.25,0.07142857142857142
dodi 6025.19 individual medical readiness (imr),"['DoDI 6025.19 CH 1.pdf_2', 'DoDI 6025.19 CH 1.pdf_13', 'DoDI 6025.19 CH 1.pdf_0', 'DoDI 6025.19 CH 1.pdf_11', 'DoDI 6025.19 CH 1.pdf_7']",5,1,"['CI 6150.3A.pdf_31', 'DoDI 1332.45.pdf_26', 'PAM 40-502.pdf_65', 'PAM 40-502.pdf_66', 'PAM 40-502.pdf_279', 'PAM 40-502.pdf_57', 'PAM 40-502.pdf_68', 'AFPM 2019-36-02.pdf_93', 'AFPM 2019-36-02.pdf_210', 'AR 40-502.pdf_52', 'AR 40-502.pdf_146', 'MCO 1900.16 CH 2.pdf_1424', 'DoDI 6200.06.pdf_24', 'DoDI 6200.06.pdf_9', 'NAVADMIN 183_16.txt_12', 'QTP 4Y0X1-5.pdf_264', 'QTP 4Y0X1-5.pdf_237', 'DoDI 6200.05 CH 1.pdf_11', 'DoDI 6200.05 CH 1.pdf_35', 'RESPERSMAN 6000-010.pdf_1']",20,11,train,0,0.25,0.09090909090909091
dodi 6040.42 management standards for medical coding of dod health records,"['DoDI 6040.42.pdf_19', 'DoDI 6040.42.pdf_24']",2,1,"['DoDI 6040.40.pdf_9', 'AFMAN 41-210.pdf_257', 'CFETP 4A0X1.pdf_178', 'CFETP 4A0X1.pdf_182', 'CFETP 4A0X1.pdf_784', 'AFMAN 41-120.pdf_103', 'AFMAN 41-120.pdf_110', 'DoDI 2310.08 CH 1.pdf_24']",8,5,train,0,0.25,0.2
dodi 6055.17 dod emergency management (em) program,"['DoDI 6055.17 CH 3.pdf_20', 'DoDI 6055.17 CH 3.pdf_31', 'DoDI 6055.17 CH 3.pdf_22', 'DoDI 6055.17 CH 3.pdf_34', 'DoDI 6055.17 CH 3.pdf_19']",5,1,"['AFMAN 32-1007.pdf_42', 'AFMAN 32-1007.pdf_186', 'AFMAN 32-1007.pdf_50', 'AR 525-27.pdf_278', 'AR 525-27.pdf_76', 'AFI 10-2501.pdf_483', 'AFI 10-2501.pdf_633', 'AFI 10-2501.pdf_0', 'AFI 10-2501.pdf_430', 'DCMA Manual 3301-01.pdf_162', 'AFMAN 10-2502.pdf_53', 'AFMAN 10-2503.pdf_178', 'AFPD 10-25.pdf_12', 'AFPD 10-25.pdf_28', 'AFPD 10-25.pdf_16', 'AFPD 10-25.pdf_5', 'AFPD 10-25.pdf_20', 'AR 500-3.pdf_55', 'PAM 500-30.pdf_83', 'AR 40-5.pdf_123']",20,10,train,0,0.25,0.1
dodi 6055.19 aviation hazard identification and risk assessment programs (ahiraps),"['DoDI 6055.19 CH 2.pdf_0', 'DoDI 6055.19 CH 2.pdf_9']",2,1,"['AFPD 91-2.pdf_5', 'AFPD 91-2.pdf_10', 'AFI 91-202.pdf_277', 'AFI 91-202.pdf_115', 'HAFMD 1-46.pdf_13', 'ARMY DIR 2018-07-13.pdf_1']",6,4,train,0,0.3333333333333333,0.25
dodi 6055.20 assessment of significant long-term health risks from past environmental exposures on military installations,['DoDI 6055.20 CH 2.pdf_14'],1,1,"['PAM 40-11.pdf_299', 'PAM 40-11.pdf_571']",2,1,train,0,0.5,1.0
dodi 6400.09 dod policy on integrated primary prevention of self-directed harm and prohibited abuse or harm,"['DoDI 6400.09.pdf_39', 'DoDI 6400.09.pdf_27']",2,1,"['DAFI 90-5001.pdf_5', 'MCO 5354.1F.pdf_145', 'SASC Hearing - To receive testimony on suicide prevention and related behavioral health interventions in the Department of Defense Witnesses - Dr. Karin Orvis Testimony.pdf_11', 'DoDI 6490.16 CH 2.pdf_79', 'DoDI 6400.10.pdf_87', 'DoDI 6400.06.pdf_90', 'DoDI 6400.06 CH 1.pdf_286', 'DoDI 6495.02 Volume 2.pdf_58']",8,8,train,0,0.25,0.125
dodi 7750.07 dod forms management program,['DoDI 7750.07 CH 1.pdf_6'],1,1,"['DCMA Manual 4501-06.pdf_55', 'DoDD 5110.04.pdf_24', 'AFPD 33-3.pdf_11', 'AFPD 33-3.pdf_0']",4,3,train,0,0.25,0.3333333333333333
dodi 8170.01 online information management and electronic messaging,"['DoDI 8170.01 CH 1.pdf_87', 'DoDI 8170.01 CH 1.pdf_15', 'DoDI 8170.01 CH 1.pdf_19', 'DoDI 8170.01 CH 1.pdf_46', 'DoDI 8170.01 CH 1.pdf_16']",5,1,"['DCMA Manual 4501-04 Vol 1.pdf_148', 'DoDI 8170.01.pdf_3', 'DoDI 8170.01.pdf_5', 'DoDI 8170.01.pdf_4', 'DoDI 8170.01.pdf_22', 'DoDI 8170.01.pdf_7', 'AFMAN 36-2664.pdf_82', 'AFMAN 36-2664.pdf_37', 'DoDI 5410.19 Volume 2.pdf_42', 'DoDI 5000.82.pdf_78', 'DoDI 1342.22.pdf_56', 'AFI 35-101.pdf_229', 'AFI 35-101.pdf_152', 'DoDI 5410.19 Volume 1.pdf_172', 'SORN 2020-07507.pdf_1']",15,9,train,0,0.3333333333333333,0.1111111111111111
dodi 8500.01 cybersecurity,"['DoDI 8500.01 CH 1.pdf_239', 'DoDI 8500.01 CH 1.pdf_238', 'DoDI 8500.01 CH 1.pdf_62', 'DoDI 8500.01 CH 1.pdf_240']",4,1,"['DoDI 8330.01 CH 2.pdf_22', 'PAM 25-2-2.pdf_34', 'PAM 25-2-6.pdf_61', 'PAM 25-2-6.pdf_97', 'DCMA Manual 3301-05.pdf_211', 'DoDI 8530.01 CH 1.pdf_1', 'CJCSI 3150.25H.pdf_285', 'CJCSI 3150.25G.pdf_309', 'DoDD 5144.02 CH 1.pdf_110', 'CNSSD 505.pdf_121', 'DCMA Manual 3301-01.pdf_159', 'CJCSI 3420.01E.pdf_108', 'CJCSI 3420.01E.pdf_13', 'PAM 25-2-11.pdf_5', 'PAM 25-2-11.pdf_16', 'PAM 25-2-11.pdf_2']",16,12,train,0,0.25,0.08333333333333333
dodi 8510.01,"['DoDI 8510.01 CH 3.pdf_51', 'DoDI 8510.01 CH 3.pdf_63', 'DoDI 8510.01 CH 3.pdf_74', 'DoDI 8510.01 CH 3.pdf_78', 'DoDI 8510.01 CH 3.pdf_82']",5,1,"['DoDI 8260.03 CH 1.pdf_72', 'DoDI 8330.01 CH 2.pdf_22', 'DoDI 4630.09 CH 1.pdf_138', 'DoDI 4650.10 CH 1.pdf_20', 'DoDI 8100.04.pdf_94', 'DoDI 8910.01 CH 1.pdf_92', 'DoDI 5000.81.pdf_33', 'DoDI 5000.81.pdf_52', 'DoDI 5000.81.pdf_35', 'DoDI 8540.01 CH 1.pdf_7', 'DoDI 8540.01 CH 1.pdf_28', 'DoDI 5000.90.pdf_7', 'DoDI 5000.90.pdf_43', 'DoDI 5000.90.pdf_28', 'DoDI 5000.90.pdf_27', 'DoDI 5000.90.pdf_67', 'NAVADMIN 154_19.txt_11', 'CJCSI 3420.01E.pdf_13', 'CJCSI 3420.01E.pdf_111', 'DoDD 8000.01 CH 1.pdf_22']",20,12,train,0,0.25,0.08333333333333333
dodi 8530.01 cybersecurity activities support to dod information network operations,['DoDI 8530.01 CH 1.pdf_0'],1,1,"['ATP 6-02.71.pdf_115', 'AFMAN 17-1303.pdf_71', 'DoDI 8010.01.pdf_12', 'DoDI 8010.01.pdf_58']",4,3,train,0,0.25,0.3333333333333333
"dodi 8551.01 ports, protocols, and services management (ppsm)",['DoDI 8551.01 CH 1.pdf_28'],1,1,"['AFMAN 17-1301.pdf_66', 'MCO 5239.2B.pdf_281', 'NAVMC 3500.105C.pdf_3218', 'DoDI 8010.01.pdf_65']",4,4,train,0,0.25,0.25
dodm 1145.02 military entrance processing station (meps),"['DoDM 1145.02.pdf_22', 'DoDM 1145.02.pdf_19', 'DoDM 1145.02.pdf_15']",3,1,"['AFPD 36-26.pdf_13', 'AFMAN 36-2664.pdf_106', 'AFMAN 36-2664.pdf_286', 'AFMAN 36-2664.pdf_14', 'AFMAN 36-2032.pdf_864', 'AFMAN 36-2032.pdf_73', 'DAFPD 36-26.pdf_19', 'DAFPD 36-26.pdf_7']",8,4,train,0,0.375,0.25
dodm 4100.39 federal logistics information system (flis) procedures,"['DoDM 4100.39 CH 3.pdf_22', 'DoDM 4100.39 CH 3.pdf_23', 'DoDM 4100.39 CH 3.pdf_33']",3,1,"['DoDM 4140.26 Volume 4.pdf_114', 'DoDM 4140.26 Volume 4.pdf_17', 'DoD 4140.26-M Volume 6 CH 3.pdf_4', 'DoDM 4140.01 Volume 2.pdf_143', 'AR 700-18.pdf_79', 'DoDM 4140.01 Volume 1.pdf_24', 'DoDM 4140.01 Volume 11 CH 3.pdf_36', 'DoDM 4140.26 Volume 2.pdf_19', 'DoDM 4140.26 Volume 2.pdf_121', 'DoDM 4140.25 Volume 7 CH 2.pdf_134', 'DoDM 4140.01 Volume 3.pdf_38', 'DoDM 4140.01 Volume 3.pdf_83']",12,9,train,0,0.25,0.1111111111111111
dodm 4715.20 defense environmental restoration program (derp) management,['DoDM 4715.20 CH 1.pdf_83'],1,1,"['DoDFMR V4CH13.pdf_57', 'AFI 32-7020.pdf_438', 'AFI 32-7020.pdf_467', 'AFI 32-7020.pdf_503']",4,2,train,0,0.25,0.5
dodm 5000.78 rapid acquisition authority,"['DoDM 5000.78.pdf_34', 'DoDM 5000.78.pdf_12', 'DoDM 5000.78.pdf_21', 'DoDM 5000.78.pdf_16', 'DoDM 5000.78.pdf_15']",5,1,"['DoDI 5000.81.pdf_52', 'DAFI 63-147.pdf_56', 'AR 71-9.pdf_159']",3,3,train,0,1.6666666666666667,0.3333333333333333
dodm 5205.02 dod operations security (opsec) program manual,"['DoDM 5205.02 CH 2.pdf_15', 'DoDM 5205.02 CH 2.pdf_36', 'DoDM 5205.02 CH 2.pdf_4', 'DoDM 5205.02 CH 2.pdf_18']",4,1,"['AR 530-1.pdf_26', 'SECNAVINST 3070.2A.pdf_44', 'DoD 5205.02-M CH 2.pdf_15', 'DoD 5205.02-M CH 2.pdf_36', 'DoD 5205.02-M CH 2.pdf_4', 'DoD 5205.02-M CH 2.pdf_18', 'AFI 10-701.pdf_138', 'COMNAVRESFORCOMINST 3070.2_dup1.pdf_8', 'NAVMC 3500.124A.pdf_7956', 'NAVMC 3500.124A.pdf_5223', 'DoDM 4140.01 Volume 11 CH 3.pdf_85', 'DoDM 5220.22 Vol 2.pdf_180', 'DoDM 5220.22 Volume 2 CH 1.pdf_177', 'SECNAVINST 5500.36A.pdf_58', 'DoDI 5040.02 CH 2.pdf_88', 'AFI 20-101_63-101.pdf_252']",16,12,train,0,0.25,0.08333333333333333
dodm 5400.07 dod freedom of information act (foia) program,"['DoDM 5400.07.pdf_48', 'DoDM 5400.07.pdf_63', 'DoDM 5400.07.pdf_23']",3,1,"['DCMA Manual 4502-12.pdf_71', 'AFMAN 33-302.pdf_141', 'AFGM 2020-16-01.pdf_72', 'DCMA Manual 4502-13.pdf_307', 'AFI 61-201.pdf_18', 'DAFI 61-201.pdf_26', 'AR 25-98.pdf_70', 'AR 25-98.pdf_67', 'DAFMAN 90-161.pdf_126', 'DAFI 33-360.pdf_271', 'DoDM 5200.02 Ch 1.pdf_87', 'AR 25-55.pdf_118']",12,11,train,0,0.25,0.09090909090909091
dormant account quarterly,['DoDFMR V1CH10.pdf_49'],1,1,"['DoDFMR V15CH3.pdf_67', 'DoDFMR V15CH3.pdf_9', 'DoDFMR V16CH6.pdf_41', 'DoDFMR V4CH3.pdf_166']",4,3,train,0,0.25,0.3333333333333333
drrs,"['DoDD 7730.65 CH 1.pdf_102', 'DoDD 7730.65 CH 1.pdf_115', 'DoDD 7730.65 CH 1.pdf_11', 'DoDD 7730.65 CH 1.pdf_90', 'DoDD 7730.65 CH 1.pdf_41']",5,1,"['SASC Hearing - Nominations - Krass, Jones, Ratner, Skelly, Berger Witnesses - Ms. Shawn Skelly Advance Policy Questions.pdf_96', 'SASC Hearing - Nominations - Krass, Jones, Ratner, Skelly, Berger Witnesses - Ms. Shawn Skelly Advance Policy Questions.pdf_101', 'SASC Hearing - Nominations - Krass, Jones, Ratner, Skelly, Berger Witnesses - Ms. Shawn Skelly Advance Policy Questions.pdf_120', 'SASC Hearing - Nominations - Krass, Jones, Ratner, Skelly, Berger Witnesses - Ms. Shawn Skelly Advance Policy Questions.pdf_99', 'HAFMD 1-54.pdf_126', 'AFJQS 8U000.pdf_138', 'AFJQS 8U000.pdf_84', 'AFJQS 8U000.pdf_135', 'CFETP 17X.pdf_538', 'OPNAVINST 3000.16.pdf_54', 'OPNAVINST 3000.16.pdf_87', 'DoDD 5124.02.pdf_148', 'CJCSM 3150.14B.pdf_245', 'CFETP 21MX.pdf_425', 'CFETP 2T1X1.pdf_1239', 'CFETP 4A1X1.pdf_530', 'CFETP 2S0XX.pdf_636', 'CFETP 13DXA.pdf_268', 'MCO 4400.177G.pdf_135', 'AFI 90-201.pdf_277']",20,14,train,0,0.25,0.07142857142857142
dull sword,['CJCSI 3431.01E.pdf_46'],1,1,"['CFETP 2W0X1C1.pdf_598', 'CFETP 2W1X1.pdf_402', 'CFETP 21MX.pdf_474', 'CFETP 2M0X3.pdf_239']",4,4,train,0,0.25,0.25
electronic warfare,"['DoDD 3222.04 CH 2.pdf_167', 'DoDD 3222.04 CH 2.pdf_3', 'DoDD 3222.04 CH 2.pdf_9', 'DoDD 3222.04 CH 2.pdf_5', 'DoDD 3222.04 CH 2.pdf_41']",5,1,"['MILPERSMAN 1306-1007.pdf_31', 'MILPERSMAN 1306-1007.pdf_26', 'MCRP 3-32D.1.pdf_74', 'MCRP 3-32D.1.pdf_12', 'MCRP 3-32D.1.pdf_13', 'MCRP 3-32D.1.pdf_14', 'MCRP 3-32D.1.pdf_11', 'CFETP 1A8X2.pdf_463', 'CFETP 1A8X2.pdf_496', 'CFETP 1A8X2.pdf_473', 'CFETP 1A8X2.pdf_599', 'CFETP 1A8X2.pdf_482', 'CFETP 3D0X4.pdf_164', 'CFETP 3D0X4.pdf_613', 'AFI 16-401.pdf_110', 'AFI 16-401.pdf_128', 'MARADMIN 334-11 ASSOCIATION OF OLD CROWS (AOC) 2011.html_1', ""SASC Hearing - United States Special Operations Command's efforts to sustain the readiness of special operations forces and transform the force for future security challenges Witnesses - Lieutenant General Francis Beaudette Testimony.pdf_43"", 'MCRP 3-20.5.pdf_21', 'MCRP 3-20.5.pdf_56']",20,8,train,0,0.25,0.125
emass,"['AFI 17-130.pdf_26', 'AFI 17-130.pdf_35']",2,1,"['CFETP 3D0X3.pdf_286', 'CFETP 3D0X3.pdf_222', 'DHA Procedural Instructions 8100.01.pdf_115', 'DHA Procedural Instructions 8100.01.pdf_130', 'DHA Procedural Instructions 8100.01.pdf_113', 'BUPERSINST 5239.4.pdf_105', 'DHA Procedural Instructions 8160.01.pdf_96', 'DHA Procedural Instructions 8160.01.pdf_164']",8,4,train,0,0.25,0.25
enlisted performance report,"['AFI 36-2502.pdf_117', 'AFI 36-2502.pdf_126', 'AFI 36-2502.pdf_82', 'AFI 36-2502.pdf_118', 'AFI 36-2502.pdf_88']",5,1,"['MILPERSMAN 1616-040.pdf_8', 'STP 12-79R35-SM-TG.pdf_519', 'BUPERSINST 1610.10F.pdf_154', 'BUPERSINST 1610.10F.pdf_166', 'BUPERSINST 1610.10F.pdf_33', 'BUPERSINST 1610.10F.pdf_151', 'BUPERSINST 1610.10F.pdf_81', 'CFETP 4T0X1.pdf_118', 'CIM 1000.2C.pdf_129', 'CIM 1000.2C.pdf_130', 'CIM 1000.2C.pdf_132', 'CIM 1000.2C.pdf_135', 'CIM 1000.2C.pdf_144', 'BUPERSINST 1610.10E-CH-1.pdf_36', 'BUPERSINST 1610.10E-CH-1.pdf_40', 'BUPERSINST 1610.10E-CH-1.pdf_31', 'BUPERSINST 1610.10E-CH-1.pdf_41', 'BUPERSINST 1610.10E-CH-1.pdf_28', 'BUPERSINST 1610.10E.pdf_645', 'BUPERSINST 1610.10E.pdf_629']",20,7,train,0,0.25,0.14285714285714285
export control,"['DoDI 2040.02 CH 1.pdf_236', 'DoDI 2040.02 CH 1.pdf_216', 'DoDI 2040.02 CH 1.pdf_134', 'DoDI 2040.02 CH 1.pdf_64', 'DoDI 2040.02 CH 1.pdf_21']",5,1,"['DFARS SUBPART 225.79 - EXPORT CONTROL.pdf_3', 'DFARS SUBPART 225.79 - EXPORT CONTROL.pdf_9', 'DFARS SUBPART 225.79 - EXPORT CONTROL.pdf_6', 'PGI 225.7 - PROHIBITED SOURCES.pdf_16', 'PGI 225.7 - PROHIBITED SOURCES.pdf_6', 'DFARS SUBPART 225.79.html_0', 'DFARS SUBPART 225.79.html_1', 'S. 1846 IS 117th.pdf_3', 'S. 1846 IS 117th.pdf_1', 'S. 1846 IS 117th.pdf_4', 'S. 1846 IS 117th.pdf_2', 'EO 13117.pdf_0', 'EO 13558.pdf_1', 'EO 13558.pdf_0', 'DoDD 5535.03 CH 1.pdf_6', 'DoDD 5535.03 CH 1.pdf_8', 'CNSSAM TEMPEST 1-16.pdf_54', 'H.R. 2930 EH 117th.pdf_14', 'H.R. 2930 RDS 117th.pdf_14', 'DoDI 5230.27 CH 2.pdf_78']",20,12,train,0,0.25,0.08333333333333333
financial records retention,"['DoDFMR V1CH9.pdf_17', 'DoDFMR V1CH9.pdf_2', 'DoDFMR V1CH9.pdf_13', 'DoDFMR V1CH9.pdf_48', 'DoDFMR V1CH9.pdf_20']",5,1,"['DoDFMR V5CH15.pdf_75', 'DoDFMR V5CH15.pdf_73', 'DoDFMR V5CH15.pdf_76', 'DoDFMR V5CH15.pdf_94', 'DoDFMR V5CH15.pdf_24', 'DCMA Manual 4501-04 Vol 1.pdf_502', 'MARADMIN 417-15 CLARIFICATION OF DOCUMENT RETENTION REQUIREMENTS TO.html_1', 'MARADMIN 417-15 CLARIFICATION OF DOCUMENT RETENTION REQUIREMENTS TO.html_2', 'FAR Subpart 4.7.html_3', 'FAR Subpart 4.7.html_1', 'DoDFMR V6ACH2.pdf_46', 'DoDFMR V15CH6.pdf_41', 'PAM 25-403.pdf_94', 'PAM 25-403.pdf_45', 'PAM 25-403.pdf_41', 'DCMA Manual 4301-06.pdf_200', 'FASAB Technical Release 13.pdf_16', 'DHA Administrative Instructions 094.pdf_92', 'BUMEDINST 5210.10.pdf_158', 'BUMEDINST 5210.10.pdf_43']",20,13,train,0,0.25,0.07692307692307693
fiscal law,"['DCMA Manual 4301-01v1.pdf_105', 'DCMA Manual 4301-01v1.pdf_35', 'DCMA Manual 4301-01v1.pdf_51', 'DCMA Manual 4301-01v1.pdf_100', 'DCMA Manual 4301-01v1.pdf_126']",5,1,"['HAFMD 1-14.pdf_287', 'HAFMD 1-14.pdf_584', 'HAFMD 1-14.pdf_159', 'HAFMD 1-14.pdf_267', 'AFI 65-117.pdf_654', 'AFI 65-117.pdf_353', 'AFI 65-117.pdf_321', 'AFI 65-117.pdf_458', 'CI 1554.1.pdf_710', 'CI 1554.1.pdf_744', 'CI 1554.1.pdf_709', 'CI 1554.1.pdf_732', 'CI 1554.1.pdf_719', 'DoDI 1300.26 CH 1.pdf_112', 'DoDI 1300.26 CH 1.pdf_70', 'DoDI 1300.26 CH 1.pdf_119', 'DoDI 1300.26 CH 1.pdf_56', 'H.R. 6646 IH 117th.pdf_4', 'H.R. 6646 IH 117th.pdf_6', 'H.R. 6646 IH 117th.pdf_9']",20,5,train,0,0.25,0.2
fm 2-22.3 human intelligence collector operations,"['FM 2-22.3.pdf_477', 'FM 2-22.3.pdf_307', 'FM 2-22.3.pdf_694', 'FM 2-22.3.pdf_448', 'FM 2-22.3.pdf_418']",5,1,"['NAVMC 3500.55C.pdf_9598', 'NAVMC 3500.100B.pdf_2984', 'NAVMC 3500.100B.pdf_5165', 'NAVMC 3500.100B.pdf_2973', 'NAVMC 3500.55C CH 1-3.pdf_9593', 'NAVMC 3500.100C.pdf_2332', 'TC 2-19.01.pdf_309', 'TC 2-19.01.pdf_73', 'NAVMC 3500.108B.pdf_5348', 'NAVMC 3500.108B.pdf_5334', 'CJCSI 3290.01D.pdf_87', 'NAVMC 3500.98B.pdf_3310', 'ATP 3-39.20.pdf_226', 'FM 3-96.pdf_458', 'FM 3-96.pdf_343', 'MCTP 12-10B.pdf_123', 'MCTP 12-10B.pdf_52', 'ATP 3-06.pdf_123', 'ATP 3-06.pdf_52', 'MCWP 3-02.pdf_328']",20,13,train,0,0.25,0.07692307692307693
fm 3-12 cyberspace and electronic warfare operations,"['FM 3-12.pdf_9', 'FM 3-12.pdf_103', 'FM 3-12.pdf_12', 'FM 3-12.pdf_107', 'FM 3-12.pdf_127']",5,1,"['NAVMC 3500.124.pdf_308', 'NAVMC 3500.124.pdf_331', 'NAVMC 3500.124A.pdf_3035', 'NAVMC 3500.124A.pdf_7616', 'NAVMC 3500.124A.pdf_3082', 'NAVMC 3500.124A.pdf_3313', 'FM 3-96.pdf_159', 'FM 3-96.pdf_161', 'FM 3-96.pdf_459', 'FM 3-09.pdf_250', 'FM 3-09.pdf_43', 'ATP 3-12.3.pdf_14', 'ATP 3-12.3.pdf_119', 'ATP 3-12.3.pdf_20', 'FM 3-0.pdf_44', 'FM 3-0.pdf_369', 'FM 3-0.pdf_107', 'FM 3-0.pdf_366', 'FM 3-0.pdf_355', 'ATP 6-02.71.pdf_68']",20,7,train,0,0.25,0.14285714285714285
fm 3-55.93 long-range surveillance unit operations,"['FM 3-55.93.pdf_7', 'FM 3-55.93.pdf_307', 'FM 3-55.93.pdf_309', 'FM 3-55.93.pdf_311', 'FM 3-55.93.pdf_308']",5,1,"['NAVMC 3500.55C.pdf_13868', 'NAVMC 3500.55C.pdf_14665', 'NAVMC 3500.55C.pdf_10426', 'NAVMC 3500.55C.pdf_8893', 'NAVMC 3500.55C CH 1-3.pdf_13861', 'NAVMC 3500.55C CH 1-3.pdf_14658', 'NAVMC 3500.55C CH 1-3.pdf_10421', 'NAVMC 3500.55C CH 1-3.pdf_8888', 'ATP 3-90.99.pdf_178', 'PAM 600-25.pdf_92', 'MCTP 12-10D.pdf_178', 'ATP 3-92.pdf_235', 'ATP 3-92.pdf_268', 'ATP 3-92.pdf_49', 'ATP 3-91.pdf_418', 'AFMAN 10-3500V1.pdf_38', 'TC 3-22.69.pdf_311', 'FM 3-99.pdf_391', 'FM 3-99.pdf_37']",19,10,train,0,0.2631578947368421,0.1
fm 7-0 training,"['FM 7-0.pdf_0', 'FM 7-0.pdf_116', 'FM 7-0.pdf_174', 'FM 7-0.pdf_142', 'FM 7-0.pdf_106']",5,1,"['ADP 7-0.pdf_0', 'FM 5-0.pdf_251', 'FM 5-0.pdf_203', 'FM 5-0.pdf_233', 'FM 5-0.pdf_330', 'FM 5-0.pdf_157', 'FM 3-24.2.pdf_776', 'FM 3-24.2.pdf_865', 'FM 3-24.2.pdf_866', 'FM 3-24.2.pdf_167', 'ADP 6-0.pdf_131', 'DoDI 1300.26 CH 1.pdf_103', 'FM 7-22.pdf_55', 'FM 7-22.pdf_169', 'FM 7-22.pdf_34', 'FM 7-22.pdf_231', 'FM 7-22.pdf_230', 'FM 1-04.pdf_18', 'FM 3-96.pdf_374', 'FM 3-96.pdf_373']",20,8,train,0,0.25,0.125
