,key,doc,score,label
5287,dodd 5135.02 under secretary of defense for acquisition and sustainment (usd(a&s)),CJCSI 5123.01I.pdf_22,0.5,train
5288,dodd 5135.02 under secretary of defense for acquisition and sustainment (usd(a&s)),DoDD 5137.02.pdf_11,0.5,train
5293,ar 600-8-19 enlisted promotions and reductions,AR 600-8-19.pdf_819,0.95,train
5294,ar 600-8-19 enlisted promotions and reductions,AR 600-8-19.pdf_3,0.95,train
5295,ar 600-8-19 enlisted promotions and reductions,TRADOC TR600-21.pdf_258,0.5,train
5298,ar 600-8-19 enlisted promotions and reductions,ARMY DIR 2016-19.pdf_7,0.5,train
5300,ar 600-8-19 enlisted promotions and reductions,AR 600-85.pdf_343,0.5,train
5302,ar 600-8-19 enlisted promotions and reductions,ARMY DIR 2017-28.pdf_7,0.5,train
5303,afi 10-202 contingency response forces,AFI 10-202.pdf_25,0.95,train
5304,afi 10-202 contingency response forces,AFTTP 3-4.7.pdf_43,0.5,train
5305,afi 10-202 contingency response forces,AFTTP 3-4.7.pdf_108,0.5,train
5306,afi 10-202 contingency response forces,AFTTP 3-4.7.pdf_237,0.5,train
5307,afi 10-202 contingency response forces,AFTTP 3-4.7.pdf_236,0.5,train
5308,afi 34-108 commercial sponsorship and sale of advertising,AFI 34-108.pdf_35,0.95,train
5309,afi 34-108 commercial sponsorship and sale of advertising,AFI 36-2925.pdf_164,0.5,train
5310,afi 34-108 commercial sponsorship and sale of advertising,AFI 36-2925.pdf_219,0.5,train
5311,afi 34-108 commercial sponsorship and sale of advertising,AFMAN 10-1004.pdf_103,0.5,train
5312,afi 34-108 commercial sponsorship and sale of advertising,AFMAN 10-1004.pdf_152,0.5,train
5313,dapa instruction,OPNAVINST 5350.4D.pdf_38,0.95,train
5314,dapa instruction,OPNAVINST 5350.4D.pdf_40,0.95,train
5315,dapa instruction,OPNAVINST 5350.4D.pdf_206,0.95,train
5316,dapa instruction,OPNAVINST 5350.4D.pdf_209,0.95,train
5317,dapa instruction,COMNAVRESFORCOMINST 5040.1G.pdf_1685,0.5,train
5318,dapa instruction,OPNAVINST 5350.4E.pdf_226,0.5,train
5319,dapa instruction,BUMEDINST 5350.6.pdf_50,0.5,train
5320,dapa instruction,BUPERSINST 5353.1.pdf_3,0.5,train
5321,dapa instruction,DAFTTP 3-42.8.pdf_28,0.5,train
5322,dapa instruction,COMNAVRESFORCOMINST 5400.43_1_Chapter_2_Continued_dup1.pdf_43,0.5,train
5323,mcdp 1 warfighting,MCDP 1.pdf_0,0.95,train
5324,mcdp 1 warfighting,MCDP 1.pdf_11,0.95,train
5325,mcdp 1 warfighting,MCDP 1.pdf_37,0.95,train
5326,mcdp 1 warfighting,MCDP 1.pdf_1,0.95,train
5327,mcdp 1 warfighting,MCDP 1.pdf_10,0.95,train
5328,mcdp 1 warfighting,"MARADMIN 235-19 AVAILABILITY OF MCDP 1-0, CHANGE 2,.html_1",0.5,train
5329,mcdp 1 warfighting,MARADMIN 524-21 ANNOUNCEMENT OF THE FY22 SENIOR ENLISTED.html_2,0.5,train
5330,mcdp 1 warfighting,MARADMIN 554-18 ANNOUNCEMENT OF THE FY19 SENIOR ENLISTED.html_2,0.5,train
5331,mcdp 1 warfighting,NAVMC 3500.63.pdf_999,0.5,train
5332,mcdp 1 warfighting,MILPERSMAN 1306-925.pdf_5,0.5,train
5333,mcdp 1 warfighting,NAVMC 3500.63_dup1.pdf_999,0.5,train
5334,mcdp 1 warfighting,NAVMC 3500.7C.pdf_9258,0.5,train
5335,mcdp 1 warfighting,NAVMC 3500.7C.pdf_9232,0.5,train
5336,mcdp 1 warfighting,NAVMC 3500.7C.pdf_9247,0.5,train
5337,mcdp 1 warfighting,NAVMC 3500.7C.pdf_9272,0.5,train
5338,mcdp 1 warfighting,MCRP 3-20F.3.pdf_97,0.5,train
5339,mcdp 1 warfighting,MCIP 3-10A.4I CH 1.pdf_27,0.5,train
5340,mcdp 1 warfighting,NAVMC 3500.44D.pdf_2207,0.5,train
5341,mcdp 1 warfighting,NAVMC 3500.44D.pdf_893,0.5,train
5342,mcdp 1 warfighting,NAVMC 3500.44D.pdf_970,0.5,train
5343,mcdp 1 warfighting,NAVMC 3500.44D.pdf_1576,0.5,train
5344,mcdp 1 warfighting,NAVMC 3500.44D.pdf_870,0.5,train
5345,mcdp 1 warfighting,NAVMC 3500.12B.pdf_723,0.5,train
5346,mcdp 1 warfighting,NAVMC 3500.116A.pdf_5708,0.5,train
5347,mcdp 1 warfighting,NAVMC 3500.84B.pdf_1569,0.5,train
5348,afi 36-2910 line of duty (misconduct) determination,AFI 36-2910.pdf_24,0.95,train
5349,afi 36-2910 line of duty (misconduct) determination,AFI 36-2910.pdf_37,0.95,train
5350,afi 36-2910 line of duty (misconduct) determination,AFI 36-2910.pdf_30,0.95,train
5351,afi 36-2910 line of duty (misconduct) determination,AFI 36-2910.pdf_98,0.95,train
5352,afi 36-2910 line of duty (misconduct) determination,AFI 36-2910.pdf_29,0.95,train
5353,afi 36-2910 line of duty (misconduct) determination,DAFI 36-2910.pdf_158,0.5,train
5354,afi 36-2910 line of duty (misconduct) determination,AFI 36-2110.pdf_973,0.5,train
5355,afi 36-2910 line of duty (misconduct) determination,CFETP 4A0X1.pdf_293,0.5,train
5357,afi 36-2910 line of duty (misconduct) determination,AFI 51-509.pdf_77,0.5,train
5359,afi 36-2910 line of duty (misconduct) determination,DAFMAN 1-101.pdf_101,0.5,train
5360,afi 36-2910 line of duty (misconduct) determination,DAFMAN 1-101.pdf_87,0.5,train
5362,afi 36-2910 line of duty (misconduct) determination,DAFI 36-2619.pdf_104,0.5,train
5363,afi 36-2910 line of duty (misconduct) determination,AFMAN 65-116V3.pdf_1108,0.5,train
5364,afi 36-2910 line of duty (misconduct) determination,AFMAN 65-116V3.pdf_536,0.5,train
5365,afi 36-2910 line of duty (misconduct) determination,AFI 36-3209.pdf_206,0.5,train
5366,afi 36-2910 line of duty (misconduct) determination,AFI 36-3209.pdf_207,0.5,train
5367,afi 36-2910 line of duty (misconduct) determination,AFI 36-3209.pdf_129,0.5,train
5368,afi 36-2910 line of duty (misconduct) determination,AFMAN 41-210.pdf_108,0.5,train
5369,afi 36-2910 line of duty (misconduct) determination,AFMAN 41-210.pdf_109,0.5,train
5370,afi 36-2910 line of duty (misconduct) determination,AFMAN 41-210.pdf_258,0.5,train
5371,afi 36-2910 line of duty (misconduct) determination,DAFMAN 48-108.pdf_50,0.5,train
5372,afi 36-2910 line of duty (misconduct) determination,DAFMAN 48-108.pdf_68,0.5,train
5373,afi 51-509 appointment to and assumption of command,AFI 51-509.pdf_33,0.95,train
5374,afi 51-509 appointment to and assumption of command,AFI 51-509.pdf_26,0.95,train
5375,afi 51-509 appointment to and assumption of command,AFI 51-509.pdf_180,0.95,train
5376,afi 51-509 appointment to and assumption of command,AFI 51-509.pdf_181,0.95,train
5377,afi 51-509 appointment to and assumption of command,AFI 51-509.pdf_177,0.95,train
5385,afi 51-509 appointment to and assumption of command,DAFMAN 1-101.pdf_70,0.5,train
5386,afi 51-509 appointment to and assumption of command,DAFMAN 1-101.pdf_39,0.5,train
5387,afi 51-509 appointment to and assumption of command,AFI 34-1201.pdf_147,0.5,train
5388,afi 51-509 appointment to and assumption of command,AFI 34-1201.pdf_152,0.5,train
5389,afi 51-509 appointment to and assumption of command,AFI 51-202.pdf_180,0.5,train
5391,afi 51-509 appointment to and assumption of command,DAFI 51-202.pdf_44,0.5,train
5394,afi 51-509 appointment to and assumption of command,AFI 38-101.pdf_130,0.5,train
5395,afi 51-509 appointment to and assumption of command,AFI 38-101.pdf_141,0.5,train
5396,afi 51-509 appointment to and assumption of command,AFI 33-322.pdf_91,0.5,train
5397,afi 51-509 appointment to and assumption of command,AFI 51-505.pdf_37,0.5,train
5398,afi 10-3504 dive program,AFI 10-3504.pdf_8,0.95,train
5399,afi 10-3504 dive program,AFI 10-3504.pdf_4,0.95,train
5400,afi 10-3504 dive program,AFI 10-3504.pdf_11,0.95,train
5401,afi 10-3504 dive program,AFI 10-3504.pdf_12,0.95,train
5402,afi 10-3504 dive program,AFI 10-3504.pdf_7,0.95,train
5403,afi 10-3504 dive program,AFMAN 10-3500V2.pdf_54,0.5,train
5404,afi 10-3504 dive program,AFMAN 10-3500V1.pdf_162,0.5,train
5406,dafman 91-203 air force occupational safety fire and health standards,DAFMAN 91-203.pdf_52,0.95,train
5407,dafman 91-203 air force occupational safety fire and health standards,DAFMAN 91-203.pdf_54,0.95,train
5408,dafman 91-203 air force occupational safety fire and health standards,DAFMAN 91-203.pdf_5,0.95,train
5409,dafman 91-203 air force occupational safety fire and health standards,DAFMAN 91-203.pdf_55,0.95,train
5410,dafman 91-203 air force occupational safety fire and health standards,DAFMAN 91-203.pdf_278,0.95,train
5411,dafman 91-203 air force occupational safety fire and health standards,AFMAN 91-203.pdf_4,0.5,train
5412,dafman 91-203 air force occupational safety fire and health standards,AFMAN 91-203.pdf_5,0.5,train
5414,dafman 91-203 air force occupational safety fire and health standards,DAFI 13-213.pdf_61,0.5,train
5417,dafman 91-203 air force occupational safety fire and health standards,DAFMAN 36-2611.pdf_39,0.5,train
5419,afh 33-337 the tongue and quill,AFH 33-337.pdf_458,0.95,train
5420,afh 33-337 the tongue and quill,AFH 33-337.pdf_466,0.95,train
5421,afh 33-337 the tongue and quill,AFH 33-337.pdf_470,0.95,train
5422,afh 33-337 the tongue and quill,AFH 33-337.pdf_586,0.95,train
5423,afh 33-337 the tongue and quill,AFH 33-337.pdf_610,0.95,train
5424,afh 33-337 the tongue and quill,CFETP 1102C1.pdf_359,0.5,train
5425,afh 33-337 the tongue and quill,CFETP 35B.pdf_523,0.5,train
5426,afh 33-337 the tongue and quill,CFETP 35B.pdf_359,0.5,train
5427,afh 33-337 the tongue and quill,HOI 33-14.pdf_176,0.5,train
5428,afh 33-337 the tongue and quill,CFETP 5R0X1.pdf_614,0.5,train
5429,afh 33-337 the tongue and quill,CFETP 4A0X1.pdf_129,0.5,train
5431,afh 33-337 the tongue and quill,AFH 36-2235V13.pdf_245,0.5,train
5432,afh 33-337 the tongue and quill,HOI 36-2.pdf_26,0.5,train
5433,afh 33-337 the tongue and quill,HOI 33-3.pdf_398,0.5,train
5434,afh 33-337 the tongue and quill,HOI 33-3.pdf_0,0.5,train
5435,afh 33-337 the tongue and quill,AFMAN 33-326.pdf_6,0.5,train
5436,afh 33-337 the tongue and quill,AFMAN 33-326.pdf_38,0.5,train
5438,afh 33-337 the tongue and quill,AFH 1.pdf_1361,0.5,train
5439,afh 33-337 the tongue and quill,AFH 1.pdf_1259,0.5,train
5440,afh 33-337 the tongue and quill,AFH 1.pdf_1331,0.5,train
5441,afh 33-337 the tongue and quill,AFH 1.pdf_2044,0.5,train
5442,afh 33-337 the tongue and quill,DAFMAN 90-161.pdf_16,0.5,train
5443,afh 33-337 the tongue and quill,DAFMAN 90-161.pdf_128,0.5,train
5444,dodi 5505.16 investigations by dod components,DoDI 5505.16.pdf_12,0.95,train
5445,dodi 5505.16 investigations by dod components,AFI 71-101V1.pdf_43,0.5,train
5447,dodi 5505.16 investigations by dod components,DCMA Instruction 931.pdf_73,0.5,train
5448,dodi 5505.16 investigations by dod components,AFMAN 71-102.pdf_39,0.5,train
5449,dodi 3204.01 dod policy for oversight of independent research and development (ir&d),DoDI 3204.01 CH 2.pdf_0,0.95,train
5450,dodi 3204.01 dod policy for oversight of independent research and development (ir&d),HAFMD 1-10.pdf_25,0.5,train
5451,dodi 3204.01 dod policy for oversight of independent research and development (ir&d),DoDD 5137.02.pdf_14,0.5,train
5452,dodi 3204.01 dod policy for oversight of independent research and development (ir&d),DAFI 90-7001.pdf_10,0.5,train
5453,dodi 3204.01 dod policy for oversight of independent research and development (ir&d),DAFI 90-7001.pdf_3,0.5,train
5454,mco 1553.3b unit training management (utm) program,MCO 1553.3B.pdf_0,0.95,train
5455,mco 1553.3b unit training management (utm) program,MCO 1553.3B.pdf_13,0.95,train
5456,mco 1553.3b unit training management (utm) program,MCO 1553.3B.pdf_27,0.95,train
5457,mco 1553.3b unit training management (utm) program,MCO 1553.3B.pdf_5,0.95,train
5458,mco 1553.3b unit training management (utm) program,MCO 1553.3B.pdf_6,0.95,train
5459,mco 1553.3b unit training management (utm) program,NAVMC 3500.64C.pdf_3141,0.5,train
5460,mco 1553.3b unit training management (utm) program,NAVMC 3500.27D.pdf_6763,0.5,train
5461,mco 1553.3b unit training management (utm) program,NAVMC 3500.27D.pdf_6783,0.5,train
5462,mco 1553.3b unit training management (utm) program,NAVMC 3500.27D.pdf_6434,0.5,train
5463,mco 1553.3b unit training management (utm) program,NAVMC 3500.106A.pdf_6,0.5,train
5464,mco 1553.3b unit training management (utm) program,MARADMIN 085-16 SERVICE DIRECTION FOR UTILIZATION AND STANDARDIZATION.html_1,0.5,train
5465,mco 1553.3b unit training management (utm) program,MCTP 3-30D.pdf_46,0.5,train
5466,mco 1553.3b unit training management (utm) program,MARADMIN 242-21 ESTABLISHING FORMAL PARTICIPATION IN PLANNING AND.html_1,0.5,train
5468,dodi 4640.07 telecommunications services in the national capital region (ncr),DoDI 4640.07 CH 3.pdf_0,0.95,train
5469,dodi 4640.07 telecommunications services in the national capital region (ncr),DoDI 4640.07 CH 3.pdf_4,0.95,train
5470,dodi 4640.07 telecommunications services in the national capital region (ncr),DoDI 4640.07 CH 3.pdf_14,0.95,train
5472,dodi 4640.07 telecommunications services in the national capital region (ncr),PAM 25-1-1.pdf_290,0.5,train
5473,dodi 4640.07 telecommunications services in the national capital region (ncr),HAFMD 1-26.pdf_31,0.5,train
5474,opnavinst 5354.1g,OPNAVINST 5354.1G.pdf_0,0.95,train
5475,opnavinst 5354.1g,OPNAVINST 5354.1G.pdf_4,0.95,train
5476,opnavinst 5354.1g,OPNAVINST 5354.1G.pdf_22,0.95,train
5477,opnavinst 5354.1g,OPNAVINST 5354.1G.pdf_34,0.95,train
5478,opnavinst 5354.1g,OPNAVINST 5354.1G.pdf_55,0.95,train
5479,opnavinst 5354.1g,OPNAVINST 5354.1H.pdf_23,0.5,train
5480,opnavinst 5354.1g,COMNAVRESFORCOMINST 5040.1G.pdf_264,0.5,train
5481,opnavinst 5354.1g,COMNAVRESFORCOMINST 5040.1G.pdf_369,0.5,train
5482,opnavinst 5354.1g,OPNAVINST 1740.3D.pdf_11,0.5,train
5483,opnavinst 5354.1g,BUMEDINST 5354.5B.pdf_10,0.5,train
5484,opnavinst 5354.1g,COMNAVRESFORCOMNOTE 5214_dup1.pdf_13,0.5,train
5485,opnavinst 5354.1g,BUPERSINST 1610.10E.pdf_4,0.5,train
5486,opnavinst 5354.1g,NAVADMIN 222_19.txt_5,0.5,train
5487,opnavinst 5354.1g,NAVADMIN 251_17.txt_4,0.5,train
5488,opnavinst 5354.1g,NAVADMIN 051_20.txt_28,0.5,train
5489,opnavinst 5354.1g,NAVADMIN 068_21.txt_12,0.5,train
5490,opnavinst 5354.1g,NAVADMIN 332_20.txt_5,0.5,train
5491,opnavinst 5354.1g,NAVADMIN 318_20.txt_12,0.5,train
5492,opnavinst 5354.1g,SECNAVINST 5800.12C.pdf_5,0.5,train
5493,opnavinst 5354.1g,NAVADMIN 044_21.txt_11,0.5,train
5494,opnavinst 5354.1g,COMNAVRESFORCOMNOTE 5214.pdf_1,0.5,train
5495,opnavinst 5354.1g,NAVADMIN 329_20.txt_12,0.5,train
5496,opnavinst 5354.1g,COMNAVRESFORCOMNOTE 5420.pdf_60,0.5,train
5497,opnavinst 5354.1g,BUPERSINST 1610.10F.pdf_0,0.5,train
5498,opnavinst 5354.1g,COMNAVRESFORCOMNOTE 5400.pdf_1,0.5,train
5499,pam 700-16 ammunition management,PAM 700-16.pdf_256,0.95,train
5500,pam 700-16 ammunition management,PAM 700-16.pdf_576,0.95,train
5502,pam 700-16 ammunition management,CJCSI 4320.01E.pdf_315,0.5,train
5503,pam 700-16 ammunition management,AR 700-28.pdf_20,0.5,train
5504,pam 700-16 ammunition management,AR 700-28.pdf_133,0.5,train
5505,pam 700-16 ammunition management,AR 700-28.pdf_77,0.5,train
5506,pam 700-16 ammunition management,AR 700-28.pdf_56,0.5,train
5507,pam 700-16 ammunition management,AR 700-142.pdf_244,0.5,train
5508,pam 700-16 ammunition management,AR 200-1.pdf_72,0.5,train
5509,afi 48-133 duty limiting conditions,AFI 48-133.pdf_20,0.95,train
5511,afi 48-133 duty limiting conditions,DAFI 36-2910.pdf_113,0.5,train
5512,afi 48-133 duty limiting conditions,DAFMAN 48-123.pdf_98,0.5,train
5513,afi 48-133 duty limiting conditions,DAFMAN 48-123.pdf_45,0.5,train
5514,"atp 3-11.41 multi-service tactics, techniques, and procedures for chemical, biological, radiological, and nuclear consequence management operations",ATP 3-11.41.pdf_0,0.95,train
5515,"atp 3-11.41 multi-service tactics, techniques, and procedures for chemical, biological, radiological, and nuclear consequence management operations",ATP 3-11.41.pdf_2,0.95,train
5516,"atp 3-11.41 multi-service tactics, techniques, and procedures for chemical, biological, radiological, and nuclear consequence management operations",ATP 3-11.41.pdf_149,0.95,train
5517,"atp 3-11.41 multi-service tactics, techniques, and procedures for chemical, biological, radiological, and nuclear consequence management operations",MCBUL 5603.pdf_890,0.5,train
5518,"atp 3-11.41 multi-service tactics, techniques, and procedures for chemical, biological, radiological, and nuclear consequence management operations",AFTTP 3-2.67.pdf_119,0.5,train
5521,"atp 3-11.41 multi-service tactics, techniques, and procedures for chemical, biological, radiological, and nuclear consequence management operations",ATP 3-28.1.pdf_119,0.5,train
5522,"atp 3-11.41 multi-service tactics, techniques, and procedures for chemical, biological, radiological, and nuclear consequence management operations",ATP 3-11.74.pdf_255,0.5,train
5523,"atp 3-11.41 multi-service tactics, techniques, and procedures for chemical, biological, radiological, and nuclear consequence management operations",ATP 4-02.7.pdf_279,0.5,train
5524,"atp 3-11.41 multi-service tactics, techniques, and procedures for chemical, biological, radiological, and nuclear consequence management operations",ATP 3-90.40.pdf_63,0.5,train
5526,"atp 3-11.41 multi-service tactics, techniques, and procedures for chemical, biological, radiological, and nuclear consequence management operations",MCTP 10-10G.pdf_142,0.5,train
5527,"atp 3-11.41 multi-service tactics, techniques, and procedures for chemical, biological, radiological, and nuclear consequence management operations",DAFTTP 3-2.83.pdf_124,0.5,train
5529,ajp 4.10 allied joint doctrine for medical support,AJP 4.10.pdf_88,0.95,train
5530,ajp 4.10 allied joint doctrine for medical support,AJP 4.10.pdf_92,0.95,train
5531,ajp 4.10 allied joint doctrine for medical support,AJP 4.10.pdf_11,0.95,train
5532,ajp 4.10 allied joint doctrine for medical support,AJP 4.pdf_263,0.5,train
5533,ajp 4.10 allied joint doctrine for medical support,AJP 4.pdf_182,0.5,train
5534,ajp 4.10 allied joint doctrine for medical support,AJP 4.pdf_490,0.5,train
5535,ajp 4.10 allied joint doctrine for medical support,AJP 3.pdf_541,0.5,train
5536,ajp 4.10 allied joint doctrine for medical support,AJP 3.pdf_278,0.5,train
5537,ajp 4.10 allied joint doctrine for medical support,AJP 3.pdf_513,0.5,train
5538,ajp 4.10 allied joint doctrine for medical support,AJP 4.6.pdf_96,0.5,train
5539,ajp 4.10 allied joint doctrine for medical support,AJP 4.6.pdf_174,0.5,train
5540,ajp 4.10 allied joint doctrine for medical support,AJMedP 7.pdf_55,0.5,train
5542,ajp 4.10 allied joint doctrine for medical support,AJMedP 7.pdf_52,0.5,train
5543,ajp 4.10 allied joint doctrine for medical support,STANAG 2542.pdf_49,0.5,train
5544,cnssi 1100 consistency and synchronization during classification and declassification of information related to cybersecurity of national security systems,CNSSI 1100.pdf_10,0.95,train
5545,cnssi 1100 consistency and synchronization during classification and declassification of information related to cybersecurity of national security systems,CNSS Report 2015_2016 Annual Report.pdf_21,0.5,train
5546,afi 61-101 management of science and technology,AFI 61-101.pdf_4,0.95,train
5547,afi 61-101 management of science and technology,AFI 61-101.pdf_27,0.95,train
5548,afi 61-101 management of science and technology,AFI 61-301.pdf_15,0.5,train
5549,afi 61-101 management of science and technology,AFI 61-301.pdf_7,0.5,train
5550,afi 61-101 management of science and technology,AFI 63-101_20-101.pdf_184,0.5,train
5551,afi 61-101 management of science and technology,AFI 63-101_20-101.pdf_35,0.5,train
5552,afi 61-101 management of science and technology,AFI 63-101_20-101.pdf_53,0.5,train
5553,afi 61-101 management of science and technology,AFI 99-103.pdf_154,0.5,train
5554,afi 61-101 management of science and technology,AFI 99-103.pdf_34,0.5,train
5555,afi 61-101 management of science and technology,DAFI 61-201.pdf_10,0.5,train
5556,atp 3-93 theater army operations,ATP 3-93.pdf_8,0.95,train
5560,atp 3-93 theater army operations,ATP 3-93.pdf_2,0.95,train
5561,atp 3-93 theater army operations,ATP 4-0.1.pdf_81,0.5,train
5562,atp 3-93 theater army operations,ATP 4-0.1.pdf_37,0.5,train
5565,atp 3-93 theater army operations,FM 3-0.pdf_150,0.5,train
5566,atp 3-93 theater army operations,FM 3-0.pdf_78,0.5,train
5567,atp 3-93 theater army operations,FM 3-0.pdf_168,0.5,train
5568,atp 3-93 theater army operations,ATP 6-02.45.pdf_66,0.5,train
5569,atp 3-93 theater army operations,ATP 6-02.45.pdf_20,0.5,train
5570,atp 3-93 theater army operations,ATP 3-94.1.pdf_81,0.5,train
5571,atp 3-93 theater army operations,ATP 3-94.1.pdf_6,0.5,train
5572,atp 3-93 theater army operations,FM 3-22.pdf_249,0.5,train
5573,atp 3-93 theater army operations,TRADOC TP525-3-8.pdf_471,0.5,train
5576,atp 3-93 theater army operations,ATP 6-02.71.pdf_60,0.5,train
5578,atp 3-93 theater army operations,FM 6-02.pdf_56,0.5,train
5580,atp 3-93 theater army operations,FM 3-94.pdf_82,0.5,train
5581,dodi 8170.01 online information management and electronic messaging,DoDI 8170.01 CH 1.pdf_87,0.95,train
5582,dodi 8170.01 online information management and electronic messaging,DoDI 8170.01 CH 1.pdf_15,0.95,train
5583,dodi 8170.01 online information management and electronic messaging,DoDI 8170.01 CH 1.pdf_19,0.95,train
5584,dodi 8170.01 online information management and electronic messaging,DoDI 8170.01 CH 1.pdf_46,0.95,train
5585,dodi 8170.01 online information management and electronic messaging,DoDI 8170.01 CH 1.pdf_16,0.95,train
5586,dodi 8170.01 online information management and electronic messaging,DCMA Manual 4501-04 Vol 1.pdf_148,0.5,train
5587,dodi 8170.01 online information management and electronic messaging,DoDI 8170.01.pdf_3,0.5,train
5588,dodi 8170.01 online information management and electronic messaging,DoDI 8170.01.pdf_5,0.5,train
5589,dodi 8170.01 online information management and electronic messaging,DoDI 8170.01.pdf_4,0.5,train
5590,dodi 8170.01 online information management and electronic messaging,DoDI 8170.01.pdf_22,0.5,train
5591,dodi 8170.01 online information management and electronic messaging,DoDI 8170.01.pdf_7,0.5,train
5592,dodi 8170.01 online information management and electronic messaging,AFMAN 36-2664.pdf_82,0.5,train
5593,dodi 8170.01 online information management and electronic messaging,AFMAN 36-2664.pdf_37,0.5,train
5594,dodi 8170.01 online information management and electronic messaging,DoDI 5410.19 Volume 2.pdf_42,0.5,train
5595,dodi 8170.01 online information management and electronic messaging,DoDI 5000.82.pdf_78,0.5,train
5596,dodi 8170.01 online information management and electronic messaging,DoDI 1342.22.pdf_56,0.5,train
5597,dodi 8170.01 online information management and electronic messaging,AFI 35-101.pdf_229,0.5,train
5598,dodi 8170.01 online information management and electronic messaging,AFI 35-101.pdf_152,0.5,train
5599,dodi 8170.01 online information management and electronic messaging,DoDI 5410.19 Volume 1.pdf_172,0.5,train
5600,dodi 8170.01 online information management and electronic messaging,SORN 2020-07507.pdf_1,0.5,train
5601,afi 10-208 continuity of operations (coop) program,AFI 10-208.pdf_80,0.95,train
5602,afi 10-208 continuity of operations (coop) program,AFI 10-208.pdf_29,0.95,train
5603,afi 10-208 continuity of operations (coop) program,AFI 10-208.pdf_25,0.95,train
5604,afi 10-208 continuity of operations (coop) program,AFI 10-208.pdf_66,0.95,train
5605,afi 10-208 continuity of operations (coop) program,AFI 10-208.pdf_27,0.95,train
5606,afi 10-208 continuity of operations (coop) program,HOI 10-3.pdf_52,0.5,train
5607,afi 10-208 continuity of operations (coop) program,HOI 10-3.pdf_17,0.5,train
5608,afi 10-208 continuity of operations (coop) program,HOI 10-3.pdf_5,0.5,train
5610,afi 10-208 continuity of operations (coop) program,AFMAN 15-129.pdf_38,0.5,train
5611,afi 10-208 continuity of operations (coop) program,DAFI 10-2601.pdf_39,0.5,train
5612,afi 10-208 continuity of operations (coop) program,DAFI 10-2601.pdf_18,0.5,train
5613,afi 10-208 continuity of operations (coop) program,AFI 10-2402.pdf_18,0.5,train
5616,afi 10-208 continuity of operations (coop) program,AFPAM 10-219V5.pdf_402,0.5,train
5618,afi 10-208 continuity of operations (coop) program,AFMAN 41-209.pdf_49,0.5,train
5619,afi 10-208 continuity of operations (coop) program,AFMAN 32-1067.pdf_92,0.5,train
5621,afi 10-208 continuity of operations (coop) program,AFI 41-106.pdf_54,0.5,train
5622,bupersinst 1610.10f navy performance evaluation system,BUPERSINST 1610.10F.pdf_27,0.95,train
5623,bupersinst 1610.10f navy performance evaluation system,BUPERSINST 1610.10F.pdf_5,0.95,train
5624,bupersinst 1610.10f navy performance evaluation system,BUPERSINST 1610.10F.pdf_0,0.95,train
5625,bupersinst 1610.10f navy performance evaluation system,BUPERSINST 1610.10F.pdf_35,0.95,train
5626,bupersinst 1610.10f navy performance evaluation system,BUPERSINST 1610.10F.pdf_375,0.95,train
5627,bupersinst 1610.10f navy performance evaluation system,NAVADMIN 039_22.txt_4,0.5,train
5628,bupersinst 1610.10f navy performance evaluation system,BUMEDNOTE 1412.pdf_31,0.5,train
5629,bupersinst 1610.10f navy performance evaluation system,NAVADMIN 272_21.txt_5,0.5,train
5630,bupersinst 1610.10f navy performance evaluation system,NAVADMIN 267_21.txt_6,0.5,train
5631,bupersinst 1610.10f navy performance evaluation system,NAVADMIN 004_22.txt_4,0.5,train
5632,bupersinst 1610.10f navy performance evaluation system,NAVADMIN 255_21.txt_0,0.5,train
5633,dodi 5000.77 dod federally funded research and development center (ffrdc) program,DoDI 5000.77 CH 3.pdf_102,0.95,train
5634,dodi 5000.77 dod federally funded research and development center (ffrdc) program,DoDI 5000.74 CH 1.pdf_75,0.5,train
5635,dodi 5000.77 dod federally funded research and development center (ffrdc) program,DoDI 5000.74.pdf_105,0.5,train
5636,drrs,DoDD 7730.65 CH 1.pdf_102,0.95,train
5637,drrs,DoDD 7730.65 CH 1.pdf_115,0.95,train
5638,drrs,DoDD 7730.65 CH 1.pdf_11,0.95,train
5639,drrs,DoDD 7730.65 CH 1.pdf_90,0.95,train
5640,drrs,DoDD 7730.65 CH 1.pdf_41,0.95,train
5641,drrs,"SASC Hearing - Nominations - Krass, Jones, Ratner, Skelly, Berger Witnesses - Ms. Shawn Skelly Advance Policy Questions.pdf_96",0.5,train
5642,drrs,"SASC Hearing - Nominations - Krass, Jones, Ratner, Skelly, Berger Witnesses - Ms. Shawn Skelly Advance Policy Questions.pdf_101",0.5,train
5643,drrs,"SASC Hearing - Nominations - Krass, Jones, Ratner, Skelly, Berger Witnesses - Ms. Shawn Skelly Advance Policy Questions.pdf_120",0.5,train
5644,drrs,"SASC Hearing - Nominations - Krass, Jones, Ratner, Skelly, Berger Witnesses - Ms. Shawn Skelly Advance Policy Questions.pdf_99",0.5,train
5645,drrs,HAFMD 1-54.pdf_126,0.5,train
5646,drrs,AFJQS 8U000.pdf_138,0.5,train
5647,drrs,AFJQS 8U000.pdf_84,0.5,train
5648,drrs,AFJQS 8U000.pdf_135,0.5,train
5649,drrs,CFETP 17X.pdf_538,0.5,train
5650,drrs,OPNAVINST 3000.16.pdf_54,0.5,train
5651,drrs,OPNAVINST 3000.16.pdf_87,0.5,train
5652,drrs,DoDD 5124.02.pdf_148,0.5,train
